Date,District/City,Minimum Rate,Maximum Rate,Average Rate
12/4/2023,Bhakkar,3880,4040,3960
12/4/2023,Burewala,3990,4300,4145
12/4/2023,Chichawatni,3800,4060,3930
12/4/2023,Chishtian,4190,4390,4290
12/4/2023,Chakwal,4160,4370,4265
12/4/2023,Chowk Munda,4060,4350,4205
12/4/2023,Dera Ghazi Khan,3730,4000,3865
12/4/2023,Dunga Bunga,3960,4190,4075
12/4/2023,Faisalabad,3820,4050,3935
12/4/2023,Faqirwali,3810,4140,3975
12/4/2023,Fazil Pur,3740,3990,3865
12/4/2023,Fortabbas,3720,4230,3975
12/4/2023,Gujranwala,4070,4140,4105
12/4/2023,Haroonabad,3680,3750,3715
12/4/2023,Hasilpur,3750,4260,4005
12/4/2023,Islamabad,3610,4050,3830
12/4/2023,Kahror Pakka,3810,3860,3835
12/4/2023,Khanpur,3660,4010,3835
12/4/2023,khanewal,3610,4140,3875
12/4/2023,Layyah,4000,4350,4175
12/4/2023,Lahore,3670,3910,3790
12/4/2023,Lodhran,3680,4060,3870
12/4/2023,Multan,3700,4180,3940
12/4/2023,Mianwali,3640,3800,3720
12/4/2023,Mian Channu,3830,4290,4060
12/4/2023,Minchanabad,3700,3720,3710
12/4/2023,Muzaffargarh,3620,3800,3710
12/4/2023,Okara,4000,4150,4075
12/4/2023,Pakpattan Sharif,3630,4060,3845
12/4/2023,Rahim Yar Khan,4280,4310,4295
12/4/2023,Rajanpur,3650,4240,3945
12/4/2023,Rawalpindi,3840,4250,4045
12/4/2023,Sadiqabad,3810,3820,3815
12/4/2023,Sargodha,4160,4180,4170
12/4/2023,Sheikhupura,3680,4280,3980
12/4/2023,Vehari,3880,4000,3940
12/4/2023,Naushahro Feroze,3970,4030,4000
12/4/2023,Shikarpur,4040,4380,4210
12/4/2023,Sukkur,3860,4160,4010
12/4/2023,Dadu,3910,4150,4030
12/4/2023,Hyderabad,4040,4190,4115
12/4/2023,Ghotki,3630,3640,3635
12/4/2023,Jhuddo,3650,3950,3800
12/4/2023,Karachi,4110,4330,4220
12/4/2023,Kunri,3690,3950,3820
12/4/2023,Larkana,4040,4340,4190
12/4/2023,Mehrabpur,3690,3910,3800
12/4/2023,Mirpur Khas,3630,3830,3730
12/4/2023,Nawab Shah,4030,4300,4165
12/4/2023,Sakrand,3790,4120,3955
12/4/2023,Sanghar,4040,4060,4050
12/4/2023,ShahdadPur,3760,4310,4035
12/4/2023,Tando Allah Yar,3830,4220,4025
12/4/2023,Tando Muhammad Khan,3670,4360,4015
12/4/2023,Sibi,3800,3880,3840
12/4/2023,Quetta,3970,4100,4035
12/4/2023,Bara,4150,4170,4160
12/4/2023,Landi Kotal,4090,4290,4190
12/5/2023,Bunner,3670,3680,3675
12/5/2023,Mardan,3670,4130,3900
12/5/2023,Peshawar,3990,4230,4110
12/5/2023,Arifwala,3870,4150,4010
12/5/2023,Chowk Azam,3890,4330,4110
12/5/2023,Pattoki,3940,4110,4025
12/5/2023,Sahiwal,3640,3900,3770
12/5/2023,Gojra,4080,4350,4215
12/5/2023,Kamalia,3610,4280,3945
12/5/2023,Kasur,3860,3920,3890
12/5/2023,Shorkot,4050,4320,4185
12/5/2023,Sialkot,3750,4140,3945
12/5/2023,Ali Pur,3930,4170,4050
12/5/2023,AhmadPur Sharqia,3910,4140,4025
12/5/2023,Bahawalnagar,3950,4160,4055
12/5/2023,Bahawalpur,3820,4220,4020
12/5/2023,Bhakkar,4140,4300,4220
12/5/2023,Burewala,4180,4250,4215
12/5/2023,Chichawatni,3730,4120,3925
12/5/2023,Chishtian,4000,4090,4045
12/5/2023,Chakwal,3780,3990,3885
12/5/2023,Chowk Munda,3610,4370,3990
12/5/2023,Dera Ghazi Khan,4140,4200,4170
12/5/2023,Dunga Bunga,3720,4090,3905
12/5/2023,Faisalabad,3680,3710,3695
12/5/2023,Faqirwali,4110,4240,4175
12/5/2023,Fazil Pur,3670,3700,3685
12/5/2023,Fortabbas,4090,4310,4200
12/5/2023,Gujranwala,3830,3930,3880
12/5/2023,Haroonabad,3790,3810,3800
12/5/2023,Hasilpur,3890,4030,3960
12/5/2023,Islamabad,3860,3960,3910
12/5/2023,Kahror Pakka,3990,4230,4110
12/5/2023,Khanpur,3680,4160,3920
12/5/2023,khanewal,3950,4280,4115
12/5/2023,Layyah,3710,4290,4000
12/5/2023,Lahore,3770,4080,3925
12/5/2023,Lodhran,4060,4260,4160
12/5/2023,Multan,4120,4310,4215
12/5/2023,Mianwali,3860,4310,4085
12/5/2023,Mian Channu,3940,4190,4065
12/5/2023,Minchanabad,3970,4200,4085
12/5/2023,Muzaffargarh,3780,3860,3820
12/5/2023,Okara,3850,4140,3995
12/5/2023,Pakpattan Sharif,3970,4030,4000
12/5/2023,Rahim Yar Khan,3650,4140,3895
12/5/2023,Rajanpur,3990,4380,4185
12/5/2023,Rawalpindi,3950,4110,4030
12/5/2023,Sadiqabad,4220,4330,4275
12/5/2023,Sargodha,3610,4170,3890
12/5/2023,Sheikhupura,3770,4020,3895
12/5/2023,Vehari,3980,4270,4125
12/5/2023,Naushahro Feroze,3630,4060,3845
12/5/2023,Shikarpur,3810,3980,3895
12/5/2023,Sukkur,3750,4230,3990
12/5/2023,Dadu,3790,3980,3885
12/5/2023,Hyderabad,4170,4170,4170
12/5/2023,Ghotki,4050,4320,4185
12/5/2023,Jhuddo,3910,3960,3935
12/5/2023,Karachi,3860,3870,3865
12/5/2023,Kunri,4080,4380,4230
12/5/2023,Larkana,4330,4390,4360
12/5/2023,Mehrabpur,4240,4380,4310
12/5/2023,Mirpur Khas,3630,3940,3785
12/5/2023,Nawab Shah,3810,4360,4085
12/5/2023,Sakrand,3630,4190,3910
12/5/2023,Sanghar,4120,4330,4225
12/5/2023,ShahdadPur,4040,4310,4175
12/5/2023,Tando Allah Yar,3950,3990,3970
12/5/2023,Tando Muhammad Khan,3710,3960,3835
12/5/2023,Sibi,3780,4280,4030
12/5/2023,Quetta,3600,3740,3670
12/5/2023,Bara,3650,3670,3660
12/5/2023,Landi Kotal,3790,4140,3965
12/6/2023,Bunner,3770,4380,4075
12/6/2023,Mardan,4060,4270,4165
12/6/2023,Peshawar,3630,3690,3660
12/6/2023,Arifwala,3940,4160,4050
12/6/2023,Chowk Azam,3790,4010,3900
12/6/2023,Pattoki,3670,3790,3730
12/6/2023,Sahiwal,3670,3740,3705
12/6/2023,Gojra,3620,4090,3855
12/6/2023,Kamalia,3660,4340,4000
12/6/2023,Kasur,3660,3860,3760
12/6/2023,Shorkot,3750,4280,4015
12/6/2023,Sialkot,3660,4140,3900
12/6/2023,Ali Pur,4030,4260,4145
12/6/2023,AhmadPur Sharqia,4110,4180,4145
12/6/2023,Bahawalnagar,4040,4170,4105
12/6/2023,Bahawalpur,3790,3810,3800
12/6/2023,Bhakkar,3800,4160,3980
12/6/2023,Burewala,3640,3890,3765
12/6/2023,Chichawatni,3960,4060,4010
12/6/2023,Chishtian,3730,4070,3900
12/6/2023,Chakwal,4140,4140,4140
12/6/2023,Chowk Munda,3840,3920,3880
12/6/2023,Dera Ghazi Khan,3770,4290,4030
12/6/2023,Dunga Bunga,3600,3870,3735
12/6/2023,Faisalabad,4190,4230,4210
12/6/2023,Faqirwali,3930,4330,4130
12/6/2023,Fazil Pur,3970,4250,4110
12/6/2023,Fortabbas,3740,3870,3805
12/6/2023,Gujranwala,3740,4360,4050
12/6/2023,Haroonabad,3910,4040,3975
12/6/2023,Hasilpur,3940,3980,3960
12/6/2023,Islamabad,3930,4160,4045
12/6/2023,Kahror Pakka,4110,4370,4240
12/6/2023,Khanpur,3690,4090,3890
12/6/2023,khanewal,4100,4210,4155
12/6/2023,Layyah,3720,4180,3950
12/6/2023,Lahore,3640,4350,3995
12/6/2023,Lodhran,4270,4370,4320
12/6/2023,Multan,3840,3980,3910
12/6/2023,Mianwali,4030,4280,4155
12/6/2023,Mian Channu,3740,4140,3940
12/6/2023,Minchanabad,4010,4090,4050
12/6/2023,Muzaffargarh,3600,3800,3700
12/6/2023,Okara,4230,4290,4260
12/6/2023,Pakpattan Sharif,4010,4010,4010
12/6/2023,Rahim Yar Khan,4130,4310,4220
12/6/2023,Rajanpur,3920,4060,3990
12/6/2023,Rawalpindi,3830,4040,3935
12/6/2023,Sadiqabad,3940,4220,4080
12/6/2023,Sargodha,3830,4290,4060
12/6/2023,Sheikhupura,3720,3940,3830
12/6/2023,Vehari,3650,4190,3920
12/6/2023,Naushahro Feroze,3740,3770,3755
12/6/2023,Shikarpur,3860,3980,3920
12/6/2023,Sukkur,3900,4240,4070
12/6/2023,Dadu,3800,4080,3940
12/6/2023,Hyderabad,3720,3870,3795
12/6/2023,Ghotki,3680,4380,4030
12/6/2023,Jhuddo,3710,4150,3930
12/6/2023,Karachi,3750,4330,4040
12/6/2023,Kunri,3700,3760,3730
12/6/2023,Larkana,3750,4100,3925
12/6/2023,Mehrabpur,3850,4190,4020
12/6/2023,Mirpur Khas,3620,4170,3895
12/6/2023,Nawab Shah,3720,3830,3775
12/6/2023,Sakrand,3870,3940,3905
12/6/2023,Sanghar,3620,4390,4005
12/6/2023,ShahdadPur,3950,4090,4020
12/6/2023,Tando Allah Yar,3670,3930,3800
12/6/2023,Tando Muhammad Khan,3850,4000,3925
12/6/2023,Sibi,4090,4330,4210
12/6/2023,Quetta,3620,4360,3990
12/6/2023,Bara,3860,4200,4030
12/6/2023,Landi Kotal,3940,4360,4150
12/7/2023,Bunner,3800,4330,4065
12/7/2023,Mardan,3600,4050,3825
12/7/2023,Peshawar,3820,4270,4045
12/7/2023,Arifwala,4000,4110,4055
12/7/2023,Chowk Azam,3810,4210,4010
12/7/2023,Pattoki,3800,3810,3805
12/7/2023,Sahiwal,3670,4000,3835
12/7/2023,Gojra,4220,4310,4265
12/7/2023,Kamalia,3870,4180,4025
12/7/2023,Kasur,4350,4370,4360
12/7/2023,Shorkot,3730,3950,3840
12/7/2023,Sialkot,3880,4350,4115
12/7/2023,Ali Pur,3950,4110,4030
12/7/2023,AhmadPur Sharqia,4110,4150,4130
12/7/2023,Bahawalnagar,3610,3940,3775
12/7/2023,Bahawalpur,4050,4180,4115
12/7/2023,Bhakkar,3920,4060,3990
12/7/2023,Burewala,4310,4370,4340
12/7/2023,Chichawatni,4170,4170,4170
12/7/2023,Chishtian,3930,4280,4105
12/7/2023,Chakwal,3730,4010,3870
12/7/2023,Chowk Munda,3750,4360,4055
12/7/2023,Dera Ghazi Khan,4140,4290,4215
12/7/2023,Dunga Bunga,3780,3800,3790
12/7/2023,Faisalabad,3870,4240,4055
12/7/2023,Faqirwali,3930,4120,4025
12/7/2023,Fazil Pur,3820,4140,3980
12/7/2023,Fortabbas,4080,4250,4165
12/7/2023,Gujranwala,3970,4200,4085
12/7/2023,Haroonabad,3980,4240,4110
12/7/2023,Hasilpur,3980,4040,4010
12/7/2023,Islamabad,4070,4190,4130
12/7/2023,Kahror Pakka,3900,4230,4065
12/7/2023,Khanpur,3750,4020,3885
12/7/2023,khanewal,3860,4130,3995
12/7/2023,Layyah,3820,4350,4085
12/7/2023,Lahore,4090,4370,4230
12/7/2023,Lodhran,4230,4390,4310
12/7/2023,Multan,4060,4210,4135
12/7/2023,Mianwali,3970,4290,4130
12/7/2023,Mian Channu,3950,4070,4010
12/7/2023,Minchanabad,3730,4040,3885
12/7/2023,Muzaffargarh,4140,4280,4210
12/7/2023,Okara,3810,4310,4060
12/7/2023,Pakpattan Sharif,3920,4110,4015
12/7/2023,Rahim Yar Khan,3660,3680,3670
12/7/2023,Rajanpur,3720,4180,3950
12/7/2023,Rawalpindi,3940,4190,4065
12/7/2023,Sadiqabad,4070,4210,4140
12/7/2023,Sargodha,3680,4090,3885
12/7/2023,Sheikhupura,3730,4100,3915
12/7/2023,Vehari,3600,4320,3960
12/7/2023,Naushahro Feroze,4290,4300,4295
12/7/2023,Shikarpur,3970,4340,4155
12/7/2023,Sukkur,3680,3940,3810
12/7/2023,Dadu,4170,4370,4270
12/7/2023,Hyderabad,4250,4390,4320
12/7/2023,Ghotki,3780,4160,3970
12/7/2023,Jhuddo,3670,3670,3670
12/7/2023,Karachi,3810,4170,3990
12/7/2023,Kunri,3730,3740,3735
12/7/2023,Larkana,3690,4070,3880
12/7/2023,Mehrabpur,3840,4350,4095
12/7/2023,Mirpur Khas,3710,4380,4045
12/7/2023,Nawab Shah,3640,4230,3935
12/7/2023,Sakrand,3770,4370,4070
12/7/2023,Sanghar,4020,4050,4035
12/7/2023,ShahdadPur,4150,4370,4260
12/7/2023,Tando Allah Yar,4250,4250,4250
12/7/2023,Tando Muhammad Khan,3860,4360,4110
12/7/2023,Sibi,4070,4360,4215
12/7/2023,Quetta,4170,4180,4175
12/7/2023,Bara,3670,4340,4005
12/7/2023,Landi Kotal,3610,4310,3960
12/8/2023,Bunner,3600,4120,3860
12/8/2023,Mardan,3790,3990,3890
12/8/2023,Peshawar,3770,4010,3890
12/8/2023,Arifwala,3620,3930,3775
12/8/2023,Chowk Azam,3660,3820,3740
12/8/2023,Pattoki,3920,4260,4090
12/8/2023,Sahiwal,3630,4040,3835
12/8/2023,Gojra,4080,4150,4115
12/8/2023,Kamalia,3970,3990,3980
12/8/2023,Kasur,3810,4330,4070
12/8/2023,Shorkot,3770,4300,4035
12/8/2023,Sialkot,3690,3850,3770
12/8/2023,Ali Pur,3610,3960,3785
12/8/2023,AhmadPur Sharqia,3740,3770,3755
12/8/2023,Bahawalnagar,3650,3660,3655
12/8/2023,Bahawalpur,3730,4120,3925
12/8/2023,Bhakkar,3810,3810,3810
12/8/2023,Burewala,3870,4350,4110
12/8/2023,Chichawatni,4060,4280,4170
12/8/2023,Chishtian,3940,4210,4075
12/8/2023,Chakwal,4350,4370,4360
12/8/2023,Chowk Munda,4270,4350,4310
12/8/2023,Dera Ghazi Khan,3790,3810,3800
12/8/2023,Dunga Bunga,3800,4090,3945
12/8/2023,Faisalabad,3780,4310,4045
12/8/2023,Faqirwali,3740,4390,4065
12/8/2023,Fazil Pur,3950,4010,3980
12/8/2023,Fortabbas,3700,4120,3910
12/8/2023,Gujranwala,3860,4300,4080
12/8/2023,Haroonabad,4060,4090,4075
12/8/2023,Hasilpur,4140,4230,4185
12/8/2023,Islamabad,4090,4230,4160
12/8/2023,Kahror Pakka,3790,4080,3935
12/8/2023,Khanpur,3980,4330,4155
12/8/2023,khanewal,3730,4140,3935
12/8/2023,Layyah,3660,3880,3770
12/8/2023,Lahore,4000,4140,4070
12/8/2023,Lodhran,3880,3970,3925
12/8/2023,Multan,4120,4390,4255
12/8/2023,Mianwali,3780,4350,4065
12/8/2023,Mian Channu,3860,4390,4125
12/8/2023,Minchanabad,4060,4300,4180
12/8/2023,Muzaffargarh,3970,4320,4145
12/8/2023,Okara,3610,3650,3630
12/8/2023,Pakpattan Sharif,3710,4190,3950
12/8/2023,Rahim Yar Khan,4290,4330,4310
12/8/2023,Rajanpur,3710,3880,3795
12/8/2023,Rawalpindi,3660,4350,4005
12/8/2023,Sadiqabad,4090,4090,4090
12/8/2023,Sargodha,3640,4210,3925
12/8/2023,Sheikhupura,3810,4040,3925
12/8/2023,Vehari,4030,4380,4205
12/8/2023,Naushahro Feroze,4160,4200,4180
12/8/2023,Shikarpur,4030,4150,4090
12/8/2023,Sukkur,3660,4150,3905
12/8/2023,Dadu,3730,4130,3930
12/8/2023,Hyderabad,4020,4200,4110
12/8/2023,Ghotki,3620,3680,3650
12/8/2023,Jhuddo,3800,3890,3845
12/8/2023,Karachi,4150,4160,4155
12/8/2023,Kunri,4330,4390,4360
12/8/2023,Larkana,3930,4250,4090
12/8/2023,Mehrabpur,3650,4360,4005
12/8/2023,Mirpur Khas,3670,4280,3975
12/8/2023,Nawab Shah,3730,3970,3850
12/8/2023,Sakrand,3700,4020,3860
12/8/2023,Sanghar,3620,4380,4000
12/8/2023,ShahdadPur,3730,3950,3840
12/8/2023,Tando Allah Yar,3930,4340,4135
12/8/2023,Tando Muhammad Khan,3920,4060,3990
12/8/2023,Sibi,3750,4260,4005
12/8/2023,Quetta,4040,4260,4150
12/8/2023,Bara,3820,4130,3975
12/8/2023,Landi Kotal,4320,4360,4340
12/9/2023,Bunner,3930,4050,3990
12/9/2023,Mardan,4160,4330,4245
12/9/2023,Peshawar,3700,4030,3865
12/9/2023,Arifwala,3920,4340,4130
12/9/2023,Chowk Azam,4060,4130,4095
12/9/2023,Pattoki,3860,4280,4070
12/9/2023,Sahiwal,3690,4090,3890
12/9/2023,Gojra,3650,4110,3880
12/9/2023,Kamalia,3940,3980,3960
12/9/2023,Kasur,3700,4090,3895
12/9/2023,Shorkot,4060,4370,4215
12/9/2023,Sialkot,3690,4200,3945
12/9/2023,Ali Pur,4230,4270,4250
12/9/2023,AhmadPur Sharqia,3730,4220,3975
12/9/2023,Bahawalnagar,3670,3850,3760
12/9/2023,Bahawalpur,3740,4230,3985
12/9/2023,Bhakkar,4300,4340,4320
12/9/2023,Burewala,3750,4010,3880
12/9/2023,Chichawatni,3760,4060,3910
12/9/2023,Chishtian,3820,4120,3970
12/9/2023,Chakwal,4170,4250,4210
12/9/2023,Chowk Munda,4160,4350,4255
12/9/2023,Dera Ghazi Khan,3900,4250,4075
12/9/2023,Dunga Bunga,3960,4370,4165
12/9/2023,Faisalabad,3820,4040,3930
12/9/2023,Faqirwali,3990,4210,4100
12/9/2023,Fazil Pur,3970,4300,4135
12/9/2023,Fortabbas,3870,4250,4060
12/9/2023,Gujranwala,3610,4150,3880
12/9/2023,Haroonabad,3790,3920,3855
12/9/2023,Hasilpur,3870,4260,4065
12/9/2023,Islamabad,4350,4350,4350
12/9/2023,Kahror Pakka,4310,4330,4320
12/9/2023,Khanpur,3800,3940,3870
12/9/2023,khanewal,3930,3990,3960
12/9/2023,Layyah,3820,4090,3955
12/9/2023,Lahore,3630,3900,3765
12/9/2023,Lodhran,4140,4390,4265
12/9/2023,Multan,3890,4390,4140
12/9/2023,Mianwali,3640,4390,4015
12/9/2023,Mian Channu,4280,4360,4320
12/9/2023,Minchanabad,4060,4070,4065
12/9/2023,Muzaffargarh,3830,4150,3990
12/9/2023,Okara,3850,4120,3985
12/9/2023,Pakpattan Sharif,4150,4320,4235
12/9/2023,Rahim Yar Khan,3720,4060,3890
12/9/2023,Rajanpur,3820,4090,3955
12/9/2023,Rawalpindi,3720,4200,3960
12/9/2023,Sadiqabad,3750,3950,3850
12/9/2023,Sargodha,3720,3900,3810
12/9/2023,Sheikhupura,4150,4220,4185
12/9/2023,Vehari,3610,3960,3785
12/9/2023,Naushahro Feroze,3640,4100,3870
12/9/2023,Shikarpur,3840,4280,4060
12/9/2023,Sukkur,4020,4310,4165
12/9/2023,Dadu,4190,4260,4225
12/9/2023,Hyderabad,4020,4120,4070
12/9/2023,Ghotki,3870,4190,4030
12/9/2023,Jhuddo,4210,4240,4225
12/9/2023,Karachi,3770,3780,3775
12/9/2023,Kunri,3620,4370,3995
12/9/2023,Larkana,4080,4140,4110
12/9/2023,Mehrabpur,3750,3930,3840
12/9/2023,Mirpur Khas,3710,4330,4020
12/9/2023,Nawab Shah,3780,4020,3900
12/9/2023,Sakrand,3710,4370,4040
12/9/2023,Sanghar,3880,4290,4085
12/9/2023,ShahdadPur,3690,4330,4010
12/9/2023,Tando Allah Yar,4290,4350,4320
12/9/2023,Tando Muhammad Khan,3890,4010,3950
12/9/2023,Sibi,3700,4350,4025
12/9/2023,Quetta,3880,4270,4075
12/9/2023,Bara,3970,4030,4000
12/9/2023,Landi Kotal,3720,4190,3955
12/10/2023,Bunner,3820,3890,3855
12/10/2023,Mardan,3720,3730,3725
12/10/2023,Peshawar,4020,4220,4120
12/10/2023,Arifwala,3670,3800,3735
12/10/2023,Chowk Azam,4060,4130,4095
12/10/2023,Pattoki,3690,4050,3870
12/10/2023,Sahiwal,3980,4150,4065
12/10/2023,Gojra,3970,4250,4110
12/10/2023,Kamalia,3640,3740,3690
12/10/2023,Kasur,3640,4320,3980
12/10/2023,Shorkot,3600,4290,3945
12/10/2023,Sialkot,3680,4020,3850
12/10/2023,Ali Pur,3960,4030,3995
12/10/2023,AhmadPur Sharqia,3820,4360,4090
12/10/2023,Bahawalnagar,3830,3920,3875
12/10/2023,Bahawalpur,3790,3880,3835
12/10/2023,Bhakkar,3900,3970,3935
12/10/2023,Burewala,3930,4150,4040
12/10/2023,Chichawatni,4120,4130,4125
12/10/2023,Chishtian,4030,4150,4090
12/10/2023,Chakwal,3790,4220,4005
12/10/2023,Chowk Munda,4290,4350,4320
12/10/2023,Dera Ghazi Khan,3870,4210,4040
12/10/2023,Dunga Bunga,3650,3660,3655
12/10/2023,Faisalabad,3820,4270,4045
12/10/2023,Faqirwali,3830,4060,3945
12/10/2023,Fazil Pur,4130,4210,4170
12/10/2023,Fortabbas,3750,4130,3940
12/10/2023,Gujranwala,3690,3800,3745
12/10/2023,Haroonabad,3970,4160,4065
12/10/2023,Hasilpur,4020,4060,4040
12/10/2023,Islamabad,3740,3810,3775
12/10/2023,Kahror Pakka,3930,4300,4115
12/10/2023,Khanpur,3890,4070,3980
12/10/2023,khanewal,4010,4050,4030
12/10/2023,Layyah,4320,4340,4330
12/10/2023,Lahore,4170,4170,4170
12/10/2023,Lodhran,3600,3790,3695
12/10/2023,Multan,4160,4370,4265
12/10/2023,Mianwali,4330,4390,4360
12/10/2023,Mian Channu,3670,3890,3780
12/10/2023,Minchanabad,4140,4210,4175
12/10/2023,Muzaffargarh,3710,3880,3795
12/10/2023,Okara,3830,3880,3855
12/10/2023,Pakpattan Sharif,4320,4370,4345
12/10/2023,Rahim Yar Khan,3920,4130,4025
12/10/2023,Rajanpur,3730,4090,3910
12/10/2023,Rawalpindi,3860,3900,3880
12/10/2023,Sadiqabad,4060,4390,4225
12/10/2023,Sargodha,3680,4170,3925
12/10/2023,Sheikhupura,3990,4230,4110
12/10/2023,Vehari,4030,4260,4145
12/10/2023,Naushahro Feroze,3690,4360,4025
12/10/2023,Shikarpur,4280,4390,4335
12/10/2023,Sukkur,4060,4280,4170
12/10/2023,Dadu,3660,4210,3935
12/10/2023,Hyderabad,4060,4330,4195
12/10/2023,Ghotki,3720,3880,3800
12/10/2023,Jhuddo,3760,4090,3925
12/10/2023,Karachi,3850,3980,3915
12/10/2023,Kunri,4070,4220,4145
12/10/2023,Larkana,3620,4030,3825
12/10/2023,Mehrabpur,3800,3960,3880
12/10/2023,Mirpur Khas,3900,4180,4040
12/10/2023,Nawab Shah,3790,3850,3820
12/10/2023,Sakrand,3780,4060,3920
12/10/2023,Sanghar,4280,4380,4330
12/10/2023,ShahdadPur,3740,4320,4030
12/10/2023,Tando Allah Yar,3740,4330,4035
12/10/2023,Tando Muhammad Khan,3620,3620,3620
12/10/2023,Sibi,3860,4270,4065
12/10/2023,Quetta,3800,4120,3960
12/10/2023,Bara,3670,3960,3815
12/10/2023,Landi Kotal,3660,3810,3735
12/11/2023,Bunner,3740,4250,3995
12/11/2023,Mardan,4090,4350,4220
12/11/2023,Peshawar,3630,4280,3955
12/11/2023,Arifwala,3920,4270,4095
12/11/2023,Chowk Azam,4050,4310,4180
12/11/2023,Pattoki,3650,4190,3920
12/11/2023,Sahiwal,3860,4390,4125
12/11/2023,Gojra,3990,4100,4045
12/11/2023,Kamalia,3670,4200,3935
12/11/2023,Kasur,3650,4080,3865
12/11/2023,Shorkot,3670,3710,3690
12/11/2023,Sialkot,4330,4390,4360
12/11/2023,Ali Pur,3610,4370,3990
12/11/2023,AhmadPur Sharqia,4100,4330,4215
12/11/2023,Bahawalnagar,3820,4390,4105
12/11/2023,Bahawalpur,3850,4210,4030
12/11/2023,Bhakkar,4080,4120,4100
12/11/2023,Burewala,4160,4370,4265
12/11/2023,Chichawatni,3990,4260,4125
12/11/2023,Chishtian,4230,4280,4255
12/11/2023,Chakwal,3750,3820,3785
12/11/2023,Chowk Munda,3660,4160,3910
12/11/2023,Dera Ghazi Khan,3640,3880,3760
12/11/2023,Dunga Bunga,3660,3820,3740
12/11/2023,Faisalabad,3800,4020,3910
12/11/2023,Faqirwali,3640,4270,3955
12/11/2023,Fazil Pur,3760,3940,3850
12/11/2023,Fortabbas,4000,4350,4175
12/11/2023,Gujranwala,3750,4100,3925
12/11/2023,Haroonabad,3750,3970,3860
12/11/2023,Hasilpur,4010,4150,4080
12/11/2023,Islamabad,3600,4210,3905
12/11/2023,Kahror Pakka,3840,4320,4080
12/11/2023,Khanpur,3750,4240,3995
12/11/2023,khanewal,3620,3890,3755
12/11/2023,Layyah,4190,4230,4210
12/11/2023,Lahore,3860,3930,3895
12/11/2023,Lodhran,4250,4380,4315
12/11/2023,Multan,3900,4340,4120
12/11/2023,Mianwali,4210,4240,4225
12/11/2023,Mian Channu,4300,4310,4305
12/11/2023,Minchanabad,4160,4370,4265
12/11/2023,Muzaffargarh,4080,4330,4205
12/11/2023,Okara,3680,3810,3745
12/11/2023,Pakpattan Sharif,3850,4080,3965
12/11/2023,Rahim Yar Khan,3730,4340,4035
12/11/2023,Rajanpur,3810,4090,3950
12/11/2023,Rawalpindi,3740,3840,3790
12/11/2023,Sadiqabad,3930,4330,4130
12/11/2023,Sargodha,3670,4390,4030
12/11/2023,Sheikhupura,3830,4220,4025
12/11/2023,Vehari,4280,4380,4330
12/11/2023,Naushahro Feroze,4150,4340,4245
12/11/2023,Shikarpur,3600,3900,3750
12/11/2023,Sukkur,4340,4390,4365
12/11/2023,Dadu,3670,3990,3830
12/11/2023,Hyderabad,3720,3720,3720
12/11/2023,Ghotki,4290,4300,4295
12/11/2023,Jhuddo,3610,4330,3970
12/11/2023,Karachi,3620,4260,3940
12/11/2023,Kunri,4070,4170,4120
12/11/2023,Larkana,3630,4260,3945
12/11/2023,Mehrabpur,3910,4040,3975
12/11/2023,Mirpur Khas,4180,4220,4200
12/11/2023,Nawab Shah,3820,3890,3855
12/11/2023,Sakrand,4000,4170,4085
12/11/2023,Sanghar,3620,4360,3990
12/11/2023,ShahdadPur,4210,4250,4230
12/11/2023,Tando Allah Yar,3940,4170,4055
12/11/2023,Tando Muhammad Khan,3870,4230,4050
12/11/2023,Sibi,3660,4330,3995
12/11/2023,Quetta,4240,4300,4270
12/11/2023,Bara,3740,4210,3975
12/11/2023,Landi Kotal,3810,4330,4070
12/12/2023,Bunner,3800,3980,3890
12/12/2023,Mardan,3690,3890,3790
12/12/2023,Peshawar,3630,3780,3705
12/12/2023,Arifwala,3730,4070,3900
12/12/2023,Chowk Azam,3830,4000,3915
12/12/2023,Pattoki,3670,4080,3875
12/12/2023,Sahiwal,3600,4290,3945
12/12/2023,Gojra,3610,3820,3715
12/12/2023,Kamalia,3630,4390,4010
12/12/2023,Kasur,4060,4310,4185
12/12/2023,Shorkot,3780,3850,3815
12/12/2023,Sialkot,4140,4380,4260
12/12/2023,Ali Pur,4210,4370,4290
12/12/2023,AhmadPur Sharqia,4090,4120,4105
12/12/2023,Bahawalnagar,4000,4300,4150
12/12/2023,Bahawalpur,3710,4160,3935
12/12/2023,Bhakkar,4220,4330,4275
12/12/2023,Burewala,4260,4280,4270
12/12/2023,Chichawatni,3820,4380,4100
12/12/2023,Chishtian,4070,4260,4165
12/12/2023,Chakwal,3820,4240,4030
12/12/2023,Chowk Munda,3990,4080,4035
12/12/2023,Dera Ghazi Khan,3600,4190,3895
12/12/2023,Dunga Bunga,3660,4190,3925
12/12/2023,Faisalabad,3660,3770,3715
12/12/2023,Faqirwali,3790,4290,4040
12/12/2023,Fazil Pur,4090,4170,4130
12/12/2023,Fortabbas,3810,3850,3830
12/12/2023,Gujranwala,3910,4070,3990
12/12/2023,Haroonabad,3990,4010,4000
12/12/2023,Hasilpur,4120,4350,4235
12/12/2023,Islamabad,4010,4170,4090
12/12/2023,Kahror Pakka,3990,4310,4150
